Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Division Information Provided,Gynecologist Referral for Teens,,,,,,,,,
Illegal Dumping - Chronic,Illegal Dumping - Past,Service Request Status - General,,,,,,,,
Traffic - Non-Emergency Condition,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Illegal Animal Being Kept as Pet,,,,,,,,,,
Service Request Status - General,Water Complaint - Low Water Pressure in a Private Home or Commercial Building,,,,,,,,,
Find a Public Hospital,,,,,,,,,,
"IDNYC Card - Corrections, Changes, and Lost Cards",Statue of Liberty Visitor Information,,,,,,,,,
Electronic Recycling,,,,,,,,,,
Disposal of Leaves,HEAP,Missed Garbage Collection,Organics Collection Pilot Program,,,,,,,
Missing Person,,,,,,,,,,
Fight a Parking Ticket - Appeal Hearing Decision,Parking Ticket Hearing Decision Copy,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Death Certificate from 1949 to Present,Status of Request for Death Certificate from 1949 to Present,,,,,,,,,
Employee Paid Sick Leave Information,,,,,,,,,,
"Wood Disposal, Chipping, and Pickup - Brooklyn and Queens",,,,,,,,,,
Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Documents Required to Apply for IDNYC,Documents Required to Apply for IDNYC,IDNYC - Change or Look Up Appointment,IDNYC - Make an Appointment,IDNYC Enrollment Centers,,,,,,
Car Accident,,,,,,,,,,
Find a Consulate,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - In Person,,,,,,,,,
Get a Professiol License,,,,,,,,,,
Broken Sidewalk - Commercial Property,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Homeless Shelter Intake for Families with Children,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Marriage License - Manhattan,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Unknown,,,,,,,,,,
Blocked Street - Construction,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Unknown,Lost Property in a Taxi - Medallion Number Unknown,,,,,,,,,
Food Stamp Assistance,One Shot Deal - Short Term Emergency Assistance,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,Service Request Status - General,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Affordable Housing Information - Russian,Housing Options - Senior - Low-Income,,,,,,,,,
Early Intervention Services for Developmentally Delayed Infants - Queens,,,,,,,,,,
Food Stamp Assistance,Food Stamp Assistance,Food Stamp Center,,,,,,,,
Dog or Animal Waste - Private Property,Noise from Dog,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Suspicious Vehicle,,,,,,,,,,
HEAP,,,,,,,,,,
Fire Safety Director On-Site Test,,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Heat or Hot Water Complaint in Apartment,Housing Court Information for Tent and Landlord Disputes,Service Request Status - General,,,,,,,
Child Care Fincial Assistance - Voucher Information,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Caller Hung Up,Mold Complaint - Apartment,,,,,,,,,
Sidewalk Violation Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Medicare Assistance,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Health Insurance for Adults - Medicaid,,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
"Taxi Complaint - Fare, E-ZPass, or Tip Complaint",,,,,,,,,,
City Worker or Agency Complaint or Compliment,Division Transfer,FOIL - City Document Request,Illegal Dumping - Past,Service Request Status - DOT Streetlight,Service Request Status - DOT Traffic Sigl,Service Request Status - DOT Traffic Sigl,Service Request Status - General,,,
tiol Grid Customer Service,,,,,,,,,,
Division Information Provided,Find a School District by Location,,,,,,,,,
Division Transfer,Litter on Highway,Litter on Highway,,,,,,,,
Housing Options - Senior - Low-Income,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
DRIE - Assistance - Renewal Applicant,Rent Information Line,,,,,,,,,
Taxi Driver License,Taxi Driver License,,,,,,,,,
Affordable Housing Information - Spanish,Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,Public Housing Application Information and Assistance,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Housing Court Information for Tent and Landlord Disputes,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Child Abuse,,,,,,,,,,
Thanksgiving Day Information,,,,,,,,,,
Get a Federal Employer ID Number (EIN),,,,,,,,,,
File Claim Against the City,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
SCRIE - Assistance - Renewal Applicant,SCRIE - Assistance - Renewal Applicant,Service Request Status - General,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Pre-Kindergarten (UPK) General Information,,,,,,,,,,
Federal Tax Assistance for Individuals - IRS,Federal Tax Assistance for Individuals - IRS,,,,,,,,,
Division Transfer,Fire Code Related Plan,Fire Code Related Plan,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Social Security - Benefits Application and Assistance,,,,,,,,,,
Heat Bulletin,Heat Bulletin,,,,,,,,,
City Worker or Agency Complaint or Compliment,Housing Court Information for Tent and Landlord Disputes,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Property Tax Assistance - Senior Citizen Homeowner Exemption (SCHE),Property Tax Homeowner Tax Benefit Application - General,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Division Information Provided,Elementary School Student After School Program - Drop-In,,,,,,,,,
DRIE - Renewal Application,DRIE - Renewal Application,Rent Information Line,,,,,,,,
Bus or Subway - Information and Complaint,Bus or Subway - Information and Complaint,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Job Center Complaint,Job Center Complaint,,,,,,,,,
Illegal Parking Complaint,Traffic - Non-Emergency Condition,Traffic - Non-Emergency Condition,Vehicle Blocking Driveway Complaint,,,,,,,
Property Tax Payment Problem,,,,,,,,,,
Illegal Dumping - Chronic,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,,
Tax Reduction and Construction Exemption and Abatement Programs - Commercial and Office Properties,,,,,,,,,,
Homeless - Chronic or Encampment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Documents Required to Apply for IDNYC,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,Property Tax Mailing Address Update,,,,,,,,
City Retiree - Health Benefits,,,,,,,,,,
Social Security - Benefits Application and Assistance,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Boiler Inspection Requirements,Division Transfer,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Medicaid - Existing Applicant or Enrollee,,,,,,,,,,
Pay a Parking Ticket - In Person,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Worker Safety Information and Complaint,Worker Safety Information and Complaint,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Home Care Complaint - Medicaid Funded,,,,,,,,,,
Fight a Red Light Camera Violation - Older than 100 Days,Pay a Red Light Camera Violation - In Person,Pay a Red Light Camera Violation - Online,Red Light Camera Violation Lookup - Notice of Liability Number or Plate Number Known,Red Light Camera Violation Lookup - Notice of Liability Number or Plate Number Known,Red Light Camera Violation Payment Problem or Pelty Adjustment,Red Light Camera Violation Payment Problem or Pelty Adjustment,,,,
Hot Transfer 911,,,,,,,,,,
Traffic Ticket Information,,,,,,,,,,
Bulk Item Disposal Information,Mattress or Box Spring Disposal,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Locate an Elected Official,,,,,,,,,,
"Fair Hearing for Public Assistance, Food Stamps, Medicaid, and Energy Assistance",,,,,,,,,,
Property Record Information,Property Record Information,Property Tax Assistance - School Tax Relief (STAR),Property Tax Exemption - Persol Exemption Removal,Property Tax Homeowner Tax Benefit Application - General,Property Tax Mailing Address Update,,,,,
Crimil Court Information,,,,,,,,,,
IDNYC - Change or Look Up Appointment,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
LINC Program - Received Certification Letter,Living in Communities Program - LINC - General Information,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Water Leak on Street or Sidewalk,,,,,,,,,,
Electronic Disposal Information,Special Waste Disposal Locations and Rules,,,,,,,,,
Division Transfer,SCRIE - Assistance - Renewal Applicant,SCRIE - Status Lookup,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
MetroCard - Information and Complaint,MetroCard - Information and Complaint,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,
Noise from a Garbage Truck - Private Carter,,,,,,,,,,
Noise from Construction,Noise from Construction After Hours,Service Request Status - General,,,,,,,,
Water and Sewer Bill Information,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Pay Property Tax - By Mail,Property Tax Account Assistance and Bill Information,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Hot Transfer 911,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Water Complaint - Apartment,,,,,,,,,
Medical or Health Related Emergency,,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Noise from Club or Bar,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
NYC Jobs,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Power Outage in Residential Building,,,,,,,,,,
Bus or Subway - Information and Complaint,Bus or Subway - Information and Complaint,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Alterte Side Parking or Street Cleaning Information,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Hot Transfer 911,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Arrested Person Location - Queens,Arrested Person Location - Queens,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Ambulance Complaint,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Division Referral,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Homeless Person Outreach Assistance,,,,,,,,,,
Heat Complaint in NYCHA Building,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,U.S. Postal Service Consumer Hotline,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,
Stolen Property,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Service Request Status - General,Service Request Status - General,,,,,,,
Find Cross Streets,Locate an Elected Official,,,,,,,,,
Day After Thanksgiving Information,Division Information Provided,Find a Police Precinct or PSA by Location,Thanksgiving Day Information,,,,,,,
Booted Vehicle Information,,,,,,,,,,
Electronic Recycling,,,,,,,,,,
Taxi Complaint - Pick-Up Refused,,,,,,,,,,
Find a Fince Business Center,,,,,,,,,,
Discrimition Complaint,Service Request Status - General,,,,,,,,,
Noise from Dog,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Housing Court Information for Tent and Landlord Disputes,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
Noise from Construction,,,,,,,,,,
Social Security - Benefits Application and Assistance,,,,,,,,,,
HEAP,,,,,,,,,,
Noise from Construction,,,,,,,,,,
Toys for Tots 2015,,,,,,,,,,
Blocked Street - Construction,,,,,,,,,,
School Crossing Guard Request,,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Animal - Abandoned Pet,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Immigration and Citizenship Services and Information,,,,,,,,,,
Agency Service Request Copy,Service Request Status - General,,,,,,,,,
City Worker or Contractor Corruption or Misconduct,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
SCRIE - Status Lookup,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Reclaim a Towed Vehicle - NYPD,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Street Vendor - Unlicensed or Operating in Prohibited Area,,,,,,,,,,
Motor Vehicle Registration and License Plates,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Nursing Home Complaint,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Find a Police Precinct or PSA by me,Find a Towed Vehicle - Plate Number Known,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Disposal of Leaves,Missed Garbage Collection,,,,,,,,,
Bulk Item Disposal Information,Missed Garbage Collection,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries","IDNYC Complaints, Status, and Inquiries",,,,,,,,,
Animal - Injured or Sick - Stray Dog or Cat,,,,,,,,,,
Electrical Inspections,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Corporation Dissolution Information,,,,,,,,,,
Animal - Unwanted Pet,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Service Request Status - General,,,,,,,,,
CFC and Freon Removal - Appointment,Find Cross Streets,Service Request Status - General,,,,,,,,
Public Assistance Client - Budget Information,,,,,,,,,,
Building Construction or Alteration Permit - Manhattan,,,,,,,,,,
Residential Space Used as Business,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Help Starting a Small Business,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Arrested Person Location - Manhattan,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Public Housing Inquiries - Manhattan,,,,,,,,,,
FDNY Certificates of Fitness,,,,,,,,,,
Health Insurance for Seniors - Medicare and HIICAP-SHIP Program,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Unleashed Dog in a Park,,,,,,,,,,
IDNYC Benefits,,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Fight a Parking Ticket - In Person,,,,,,,,,,
Child Care Fincial Assistance - Status of a Submitted Application,Child Care Fincial Assistance - Status of a Submitted Application,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,Parking Permit - Disability - General Information and Application Status,Parking Permit - Disability - General Information and Application Status,,,,,,,,
E-ZPass,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Long Island Rail Road - Information and Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Immigration and Citizenship Services and Information,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Child Care Fincial Assistance - Recertification,,,,,,,,,,
Sidewalk Construction Permit - Brooklyn,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
SCRIE - Application for Renewal,,,,,,,,,,
Motor Vehicle Registration and License Plates,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Noise from Air Conditioner or Ventilation Equipment,,,,,,,,,,
Animal - Unwanted Pet,,,,,,,,,,
Bottle Refund Information and Complaint,,,,,,,,,,
Telemarketing Fraud Complaint,,,,,,,,,,
Fight a Parking Ticket - Online,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,
Caller Hung Up,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Fight a Parking Ticket - Appeal Hearing Decision,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Police Officer Misconduct,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
New York State Business Permit or License,,,,,,,,,,
General Information - NYC Courts,,,,,,,,,,
Parking Permit - Disability - General Information and Application Status,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Health Insurance for Seniors - Medicare and HIICAP-SHIP Program,,,,,,,,,,
Property Tax Payment Plan Application,,,,,,,,,,
Child Care Fincial Assistance - General Information,,,,,,,,,,
Electrical Inspections,,,,,,,,,,
Apartment Maintence Complaint,Disabled Persons Advice and Information,,,,,,,,,
Fire Hydrant Defective,,,,,,,,,,
Service Request Status - General,Tree Pruning - Blocking Sidewalk or Street,Tree Pruning - Hitting Building,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Manhole Cover Missing - Priority,Manhole Cover Noise or Defect - Street,,,,,,,,,
Abandoned Vehicle Without Plates on Public Property,,,,,,,,,,
Streetlight Wiring Exposed - Priority,,,,,,,,,,
Mold Complaint - Apartment,Water Leak in Apartment,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Immigration and Citizenship Services and Information,Immigration and Citizenship Services and Information,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Bus or Subway - Information and Complaint,Bus or Subway - Information and Complaint,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
Find Cross Streets,IDNYC - Make an Appointment,IDNYC Enrollment Centers,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,Property Tax Payment Problem,Service Request Status - General,,,,,,,
Discrimition Complaint,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,,,,,,,,,
Federal Tax Assistance for Individuals - IRS,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,,,,,,,,,
Traffic Ticket Information,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Retail Store Complaint,,,,,,,,,,
Police Officer Misconduct,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Divorce and Separation - Brooklyn,,,,,,,,,,
IDNYC - Make an Appointment,Missed Garbage Collection,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,,
Health Insurance Coverage Application Assistance,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Abandoned Vehicle Without Plates on Public Property,,,,,,,,,,
John F. Kennedy Airport - General Information Requests,,,,,,,,,,
Water Leak on Street or Sidewalk,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Styrofoam Ban,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Child Care Fincial Assistance - Voucher Information,,,,,,,,,,
Birth Certificate from 1910 to Present,Social Security - Card Application or Replacement,,,,,,,,,
Traffic - Emergency Condition,,,,,,,,,,
Drug Activity - Chronic,Smoking Complaint - Building,Smoking Complaint - Building,,,,,,,,
"Street or Highway Sign Installation, Removal, or Relocation",,,,,,,,,,
Boiler Inspection Notice of Violation,,,,,,,,,,
Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,,,
Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Purchase 1940 or mid-1980s Tax Photographs,,,,,,,,,,
Civil Marriage Ceremony,Marriage License - Manhattan,,,,,,,,,
Public School Transportation Complaint,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Food Protection Course for Businesses that Serve or Process Food - Online,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Federal Tax Assistance for Individuals - IRS,,,,,,,,,,
City Worker or Retiree - Retirement and Pension Benefits,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
Child Care Fincial Assistance - Eligibility and Application In Person or By Phone,Division Information Provided,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Housing Information Guide Notice,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Passport Information,,,,,,,,,,
Find a Consulate,,,,,,,,,,
Special Education,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Medicaid - Existing Applicant or Enrollee,,,,,,,,,,
Garbage and Recycling Bins,Litter Basket Request,Litter Basket Request,Organics Collection Pilot Program,,,,,,,
Public Housing Inquiries - Bronx,,,,,,,,,,
HEAP,,,,,,,,,,
Marriage Record from 1930 to Present,,,,,,,,,,
Request for Sheriff to Serve Legal Papers,,,,,,,,,,
Building Unstable - Priority,,,,,,,,,,
Food Poisoning Complaint - 1 or 2 People Sick,,,,,,,,,,
Drug Activity - Chronic,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Payment Plan Application,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries",,,,,,,,,,
Parking Permit - Disability - City Renewal,,,,,,,,,,
Illegal Conversion of Residential Space,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Status of a Birth Certificate Order,,,,,,,,,,
Electronic Recycling,NYCService Dotions,ReuseNYC Dotions Exchange,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Family Court Information,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Family Court Information,Schedule a Plan Examiner Appointment,Youth Services and Counseling - Youth Connect,,,,,,,,
Sidewalk Construction Permit - Brooklyn,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Homeless Drop-In Centers,,,,,,,,,,
Apartment Maintence Complaint,Housing Court Information for Tent and Landlord Disputes,Service Request Status - General,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Benefit Card Account Balance or Pin Change,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Homelessness Prevention through HomeBase,Homelessness Prevention through HomeBase,,,,,,,,,
Landlord Information - Removing HPD Violation - Staten Island,,,,,,,,,,
Notice of Interruption of Essential Services Failure to Post Complaint,Water Complaint - Apartment,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
"Car Service, Limousine or Ambulette Drivers License",,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,Reclaim a Towed Vehicle - Disability Permit,Reclaim a Towed Vehicle - NYPD,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Illegal Dumping - Chronic,,,,,,,,,,
Pothole on Street,Traffic - Emergency Condition,,,,,,,,,
Dangerous Location or Situation,Identity Theft,Residential Public Area Maintence Complaint,,,,,,,,
Line Marking Complaint - Highway,Street Line Marking - Faded,Street Line Marking - Faded,,,,,,,,
Illegal Eviction or Lockout,Illegal Eviction or Lockout,,,,,,,,,
Harassment,Housing Court Information for Tent and Landlord Disputes,Noise Code Brochure,Noise from Neighbor,Noise from Neighbor,,,,,,
Heat or Hot Water Complaint in Apartment,Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Pay a Parking Ticket - Online,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,Find a Towed Vehicle - Plate Number Known,,,,,,,,
Harassment,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Disabled Persons Resource Directory,Discrimition Complaint,HPD Section 8 - General Information,Housing Court Information for Tent and Landlord Disputes,,,,,,,
Canopy Complaint,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Alterte Side Parking or Street Cleaning Information,,,,,,,,,,
Heat Bulletin,Housing Court Information for Tent and Landlord Disputes,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Trespassing - In Progress,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Locate an Elected Official,Locate an Elected Official,,,,,,,,,
Find a Police Precinct or PSA by Location,Find a Police Precinct or PSA by me,,,,,,,,,
Division Transfer,Find a Towed Vehicle - Blocking a Driveway,Find a Towed Vehicle - Plate Number Known,,,,,,,,
Caller Hung Up,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Yellow Taxi Receipt Copy,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Time and Date Information,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Dangerous Location or Situation,,,,,,,,,,
